time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,8
PREF,Method,0
PREF,RandomSeed,10
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterRad,140
PREF,Blur_MaxSigmaPx,0.8000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,-0.2572309,5.131159,-0.06704588,-0.05081275,0.008248955,0.009257541,0.9986313,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,12.85,-25.74658,184.7564,-0.2962612,2.997046,-0.06747804,-0.05149768,0.008079141,0.00776773,0.9986103,-0.2886303,2.99538,-0.06653905,0.07007071,-0.1532861,0.9856944,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.02001953,NaN,NaN,NaN,-0.3098114,2.997071,-0.06764435,-0.05173229,0.008129567,0.007230928,0.9986018,-0.3039042,2.995746,-0.06687295,0.03650866,-0.09425151,0.9948788,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.03417969,NaN,NaN,NaN,-0.3234648,2.997057,-0.06782694,-0.05182605,0.008174449,0.006879066,0.9985991,-0.3160406,2.995746,-0.06687295,0.03650866,-0.09425151,0.9948788,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05718994,NaN,NaN,NaN,-0.3517105,2.996909,-0.06831421,-0.05145133,0.008202851,0.006586697,0.9986202,-0.3445782,2.995964,-0.06722546,0.02597409,-0.09170326,0.9954476,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
