time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,8
PREF,Method,0
PREF,RandomSeed,10
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterRad,140
PREF,Blur_MaxSigmaPx,0.8000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,1.205177,5.114805,0.1122129,-0.01489501,-0.002339184,-0.02611765,-0.9995452,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,1.621559,-0.7481482,5.682643,1.218412,2.962749,0.1126816,-0.01426416,-0.0009442568,-0.02673822,-0.9995403,1.216835,2.961874,0.1121992,0.06036083,-0.5533164,0.8307813,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.02000427,1.625063,-0.7481481,5.682643,1.222353,2.962679,0.1128402,-0.01405527,-0.0005340278,-0.02689073,-0.9995394,1.220339,2.961874,0.1121992,0.06036083,-0.5533164,0.8307813,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.03677368,1.628398,-0.7481482,5.682644,1.226105,2.962737,0.1129869,-0.013866,-2.44379E-05,-0.02701724,-0.9995388,1.223674,2.961874,0.1121992,0.06036083,-0.5533164,0.8307813,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05890656,1.225415,-0.7392907,5.61962,1.233423,2.9627,0.1133151,-0.01340791,0.0009528697,-0.02741705,-0.9995338,1.231377,2.961812,0.1125766,-0.0008985244,-0.5577993,0.8299754,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
