time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,9
PREF,Method,7
PREF,RandomSeed,8
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterRad,140
PREF,Blur_MaxSigmaPx,0.8000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,0.4426085,5.229984,0.02419991,0.07006988,0.02936345,0.01722425,-0.9969611,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,NaN,NaN,NaN,0.4415309,2.989802,0.02439741,0.06950174,0.03034231,0.01646374,-0.9969844,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.02001953,NaN,NaN,NaN,0.4415894,2.989758,0.02443136,0.06975815,0.03083545,0.01642535,-0.996952,0.441635,2.988997,0.02442133,-0.009708221,-0.01748191,0.9998001,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.06048584,NaN,NaN,NaN,0.4428173,2.98981,0.02440684,0.07002892,0.03105851,0.01624795,-0.996929,0.442704,2.988781,0.02461243,-0.01208867,-0.01159758,0.9998597,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.1005859,NaN,NaN,NaN,0.4487499,2.989834,0.02421228,0.07066619,0.03123181,0.01606837,-0.9968815,0.4481588,2.988785,0.02452326,-0.005688868,-0.01102869,0.9999231,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
