time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,12
PREF,Method,0
PREF,RandomSeed,9
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterRad,140
PREF,Blur_MaxSigmaPx,0.8000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,-0.01210788,6.272172,0.01039367,-0.002611164,0.01168763,-0.00459374,-0.9999178,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,NaN,NaN,NaN,-0.01253188,3.007365,0.01372448,-0.003002685,0.007168714,-0.007170066,-0.9999442,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.02000046,NaN,NaN,NaN,-0.01245499,3.007371,0.01397126,-0.003069228,0.006919566,-0.007347608,-0.9999444,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.03402901,NaN,NaN,NaN,-0.01250432,3.007351,0.0141634,-0.003053629,0.006673723,-0.007334203,-0.9999462,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05700684,NaN,NaN,NaN,-0.01200783,3.007466,0.01454743,-0.002051881,0.006104887,-0.007669599,-0.9999499,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
