time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,12
PREF,Method,0
PREF,RandomSeed,9
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterRad,140
PREF,Blur_MaxSigmaPx,0.8000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,-2.394644,6.269111,-0.03538059,-0.0232592,-0.03370784,0.02102297,-0.9989399,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,NaN,NaN,NaN,-2.62329,3.004516,-0.03573444,-0.02343474,-0.03306308,0.02189518,-0.9989386,-2.603555,3.003721,-0.03544724,0.05658263,-0.09818728,0.993558,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.02000427,NaN,NaN,NaN,-2.679573,3.004337,-0.03586707,-0.02379714,-0.03279268,0.02196819,-0.9989374,-2.653584,3.003721,-0.03544724,0.05658263,-0.09818728,0.993558,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.03424835,NaN,NaN,NaN,-2.735224,3.004174,-0.03595222,-0.02417171,-0.03244784,0.02197586,-0.9989394,-2.703051,3.003721,-0.03544724,0.05658263,-0.09818728,0.993558,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05590057,NaN,NaN,NaN,-2.844753,3.003946,-0.03603764,-0.02521544,-0.03167089,0.02225119,-0.9989325,-2.815677,3.003483,-0.03576529,0.03421717,-0.101931,0.9942028,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
