time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,10
PREF,Method,7
PREF,RandomSeed,9
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterRad,140
PREF,Blur_MaxSigmaPx,1.3
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,-1.270628,5.032343,-0.03440344,-0.109544,-0.04775932,0.01049355,-0.9927785,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,0.359495,-0.9452603,7.085169,-1.270391,2.959139,-0.03381514,-0.1081507,-0.04753432,0.01139912,-0.9929321,-1.27038,2.957861,-0.03482521,0.1968064,-0.4712995,0.8597348,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.01998901,0.393573,-0.956652,7.166225,-1.269351,2.95925,-0.03352242,-0.1077596,-0.04794224,0.01209845,-0.9929466,-1.269495,2.957952,-0.03444898,0.1988604,-0.4680867,0.8610165,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.06817627,0.4009809,-0.954028,7.147554,-1.26788,2.959322,-0.03359869,-0.1074888,-0.04841679,0.01209347,-0.9929531,-1.268003,2.958226,-0.03389132,0.1999616,-0.4687288,0.8604119,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.1126099,0.4215477,-0.9582721,7.177755,-1.26361,2.959704,-0.03274123,-0.1057129,-0.05021065,0.01178151,-0.9930583,-1.264003,2.958376,-0.03358316,0.2011968,-0.4675131,0.8607852,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
