SubjectID,rateTimeP0,rateTimeP1,rateTimeS0,rateTimeS1,rateTimeOther,passRate,longRate,tightRate,mean_minDistToFlag,mean_lastRiseSec,mean_p1Duration,mean_p1CountPerSection
1,0.224885,0.709729,0.000000,0.001492,0.063894,97.857142,97.857142,95.000000,3.241136,0.915035,0.691128,1.492647
2,0.323426,0.629229,0.003190,0.012215,0.031940,37.457982,37.457982,21.666667,3.989200,0.792728,0.561942,1.610294
3,0.568012,0.347711,0.018735,0.022604,0.042938,83.571430,83.571430,63.333338,2.534398,0.785429,0.336258,1.500000
4,0.411522,0.544253,0.004040,0.025178,0.015005,91.428570,91.428570,85.000000,2.509380,0.621604,0.429850,1.830882
5,0.302799,0.679219,0.002267,0.000000,0.015715,98.095240,98.095240,100.000000,2.676600,0.878239,0.694625,1.470588
6,0.226285,0.749552,0.001593,0.007037,0.015534,88.571427,88.571427,85.000000,3.072647,0.872886,0.660956,1.647059
7,0.423508,0.523910,0.014941,0.023811,0.013830,93.571430,93.571430,85.000000,2.445317,0.681377,0.398622,1.897059
8,0.510223,0.445637,0.001495,0.021272,0.021374,100.000000,100.000000,100.000000,3.383613,0.582266,0.408124,1.595588
9,0.486646,0.394133,0.003003,0.005767,0.110451,72.142855,72.142855,61.666668,3.709364,0.823524,0.335786,1.683824
10,0.604557,0.308620,0.034622,0.027109,0.025093,92.142858,92.142858,85.000005,2.781767,0.437164,0.218428,2.051471
11,0.570229,0.395617,0.004481,0.010282,0.019391,92.857142,92.857142,85.000000,2.958896,0.517234,0.375239,1.522059
12,0.538611,0.329016,0.014164,0.067417,0.050792,98.285714,98.285714,96.000000,3.054820,0.580087,0.272605,1.758824
