SubjectID,rateTimeP0,rateTimeP1,rateTimeS0,rateTimeS1,rateTimeOther,passRate,longRate,tightRate,mean_minDistToFlag,mean_lastRiseSec,mean_p1Duration,mean_p1CountPerSection
1,0.129754,0.818344,0.000000,0.001056,0.050847,100.000000,100.000000,100.000000,3.071241,0.682030,0.689885,1.720588
2,0.672207,0.289882,0.001508,0.011810,0.024594,42.857143,42.857143,23.333333,3.347722,0.393858,0.332960,1.242647
3,0.498639,0.474511,0.003203,0.002781,0.020866,95.714285,95.714285,93.333335,2.581331,0.572780,0.512132,1.382353
4,0.597431,0.369835,0.000638,0.007017,0.025079,94.285715,94.285715,86.666670,2.370060,0.381462,0.297366,1.801471
5,0.504251,0.474199,0.000000,0.000215,0.021334,97.142857,97.142857,96.666670,2.733910,0.538202,0.513761,1.323529
6,0.566181,0.401534,0.001080,0.003213,0.027992,81.428573,81.428573,73.333338,2.836667,0.430534,0.358753,1.602941
7,0.090159,0.378427,0.000000,0.002553,0.528861,96.428570,96.428570,93.333335,2.437533,1.026744,0.841087,0.654412
8,0.583959,0.378503,0.000481,0.001770,0.035287,99.285715,99.285715,98.333335,3.701727,0.474620,0.447604,1.257353
9,0.775395,0.137731,0.003068,0.038454,0.045352,93.571427,93.571427,90.000000,3.393832,0.367782,0.192782,1.029412
10,0.759260,0.174062,0.010918,0.032581,0.023178,97.857142,97.857142,98.333335,2.761771,0.262914,0.220060,1.139706
11,0.769573,0.172760,0.009220,0.034207,0.014241,83.571433,83.571433,74.999998,2.974543,0.357687,0.219523,1.125000
12,0.645313,0.203996,0.018680,0.069500,0.062512,96.428570,96.428570,91.666665,3.165414,0.514311,0.243696,1.183824
