SubjectID,rateTimeP0,rateTimeP1,rateTimeS0,rateTimeS1,rateTimeOther,passRate,longRate,tightRate,mean_minDistToFlag,mean_lastRiseSec,mean_p1Duration,mean_p1CountPerSection
1,0.217250,0.752641,0.000426,0.000853,0.028830,99.285715,99.285715,100.000000,2.719659,0.993209,0.792174,1.375000
2,0.323687,0.549059,0.000000,0.001006,0.126248,29.516805,29.516805,11.666664,4.155466,0.664357,0.431429,1.830882
3,0.391118,0.569761,0.001559,0.002974,0.034588,95.000002,95.000002,91.666670,2.028715,0.741511,0.529841,1.544118
4,0.420909,0.542946,0.002557,0.009213,0.024376,97.142860,97.142860,95.000005,1.870967,0.702656,0.431575,1.852941
5,0.304791,0.677825,0.000945,0.000562,0.015877,100.000000,100.000000,100.000000,2.258827,0.887620,0.688558,1.431373
6,0.220106,0.738065,0.001704,0.002686,0.037439,100.000000,100.000000,100.000000,2.680091,0.900380,0.667173,1.602941
7,0.455959,0.463610,0.026005,0.033398,0.021028,99.285715,99.285715,100.000000,1.935278,0.486712,0.363956,1.838235
8,0.326074,0.614831,0.010639,0.023736,0.024720,100.000000,100.000000,100.000000,3.108657,0.787330,0.619525,1.433824
9,0.637306,0.254215,0.014333,0.059685,0.034461,85.714288,85.714288,76.666665,3.208870,0.479590,0.227161,1.610294
10,0.515729,0.345019,0.072607,0.047929,0.018715,97.857145,97.857145,95.000005,2.116515,0.409234,0.269125,1.845588
11,0.629480,0.335117,0.003126,0.017799,0.014477,94.285712,94.285712,93.333335,2.198270,0.434259,0.299816,1.602941
12,0.271660,0.625691,0.004245,0.015311,0.083093,100.000000,100.000000,100.000000,2.672373,0.773427,0.533457,1.720588
