time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,5
PREF,Method,7
PREF,RandomSeed,10
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterAngleDeg,140
PREF,Blur_SigmaPx,0.8
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,-2.746808,6.298536,0.01010495,-0.01958342,-0.01080006,0.03324021,0.9991972,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,NaN,NaN,NaN,-2.764411,2.999918,0.01000003,-0.01932328,-0.01017535,0.0332929,0.999207,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.02001953,NaN,NaN,NaN,-2.769785,2.999925,0.009927111,-0.01954399,-0.009853095,0.03355576,0.9991971,-2.766453,2.998857,0.01055467,0.03155492,-0.02791501,0.9991122,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.04107666,NaN,NaN,NaN,-2.774702,2.999954,0.009793933,-0.01932865,-0.009588867,0.03416954,0.9991832,-2.772427,2.99883,0.0103215,0.03233456,-0.02839686,0.9990736,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05883789,NaN,NaN,NaN,-2.784039,2.999966,0.009610124,-0.01910918,-0.008935809,0.03493133,0.9991671,-2.780726,2.99883,0.0103215,0.03233456,-0.02839686,0.9990736,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
