time,flag_id,flag_x,flag_y,flag_z,o_x,o_y,o_z,target_dir_x,target_dir_y,target_dir_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,err_deg
0,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,-1,NaN,NaN,NaN,0.02355073,3.001472,-0.02367282,NaN,NaN,NaN,0.0004516846,-0.1323141,0.9912078,NaN
0.02001953,-1,NaN,NaN,NaN,0.02337363,3.001433,-0.0238893,NaN,NaN,NaN,-0.0003349285,-0.1323189,0.9912072,NaN
0.03381348,-1,NaN,NaN,NaN,0.02330042,3.001433,-0.0238893,NaN,NaN,NaN,-0.0003349285,-0.1323189,0.9912072,NaN
0.05511475,-1,NaN,NaN,NaN,0.02327025,3.001442,-0.02412426,NaN,NaN,NaN,0.02365594,-0.1448265,0.9891742,NaN
0.07470703,-1,NaN,NaN,NaN,0.02337821,3.001442,-0.02412426,NaN,NaN,NaN,0.02365594,-0.1448265,0.9891742,NaN
0.09667969,-1,NaN,NaN,NaN,0.02295028,3.001461,-0.0243659,NaN,NaN,NaN,0.02459284,-0.1446902,0.9891713,NaN
0.1167603,-1,NaN,NaN,NaN,0.02293785,3.001512,-0.02456367,NaN,NaN,NaN,0.02863234,-0.1466554,0.9887732,NaN
0.1384888,-1,NaN,NaN,NaN,0.02339208,3.001512,-0.02456367,NaN,NaN,NaN,0.02863234,-0.1466554,0.9887732,NaN
0.1586304,-1,NaN,NaN,NaN,0.0236641,3.00151,-0.0247972,NaN,NaN,NaN,0.0283753,-0.1468362,0.9887537,NaN
0.1807251,-1,NaN,NaN,NaN,0.02416684,3.00151,-0.0247972,NaN,NaN,NaN,0.0283753,-0.1468362,0.9887537,NaN
0.2001953,-1,NaN,NaN,NaN,0.02487788,3.001514,-0.02501106,NaN,NaN,NaN,0.02815569,-0.1475632,0.9886518,NaN
0.2211304,-1,NaN,NaN,NaN,0.0249535,3.001559,-0.02520561,NaN,NaN,NaN,0.02409552,-0.1496531,0.9884449,NaN
0.2427368,-1,NaN,NaN,NaN,0.02525635,3.001559,-0.02520561,NaN,NaN,NaN,0.02409552,-0.1496531,0.9884449,NaN
0.2626343,-1,NaN,NaN,NaN,0.02561107,3.00163,-0.02539968,NaN,NaN,NaN,0.02297274,-0.1498832,0.9884368,NaN
0.2845459,-1,NaN,NaN,NaN,0.02583933,3.001724,-0.02554321,NaN,NaN,NaN,-0.01387266,-0.1729928,0.9848254,NaN
0.3046265,-1,NaN,NaN,NaN,0.02596441,3.001724,-0.02554321,NaN,NaN,NaN,-0.01387266,-0.1729928,0.9848254,NaN
0.3248901,-1,NaN,NaN,NaN,0.02576381,3.001808,-0.0256412,NaN,NaN,NaN,-0.01818699,-0.172539,0.9848348,NaN
0.3463745,-1,NaN,NaN,NaN,0.02517429,3.001808,-0.0256412,NaN,NaN,NaN,-0.01818699,-0.172539,0.9848348,NaN
0.3607788,-1,NaN,NaN,NaN,0.02497472,3.001696,-0.025859,NaN,NaN,NaN,-0.01853467,-0.1723993,0.9848527,NaN
0.3879395,-1,NaN,NaN,NaN,0.0251985,3.001696,-0.025859,NaN,NaN,NaN,-0.01853467,-0.1723993,0.9848527,NaN
0.4016113,-1,NaN,NaN,NaN,0.02550466,3.001559,-0.02598083,NaN,NaN,NaN,-0.01883344,-0.1728926,0.9847606,NaN
0.4297485,-1,NaN,NaN,NaN,0.02588733,3.001439,-0.02599823,NaN,NaN,NaN,-0.01859499,-0.1740925,0.9845537,NaN
0.4442139,-1,NaN,NaN,NaN,0.02613685,3.001439,-0.02599823,NaN,NaN,NaN,-0.01859499,-0.1740925,0.9845537,NaN
0.4575195,-1,NaN,NaN,NaN,0.02643028,3.001356,-0.0259546,NaN,NaN,NaN,-0.0160163,-0.1767625,0.9841232,NaN
0.4814453,-1,NaN,NaN,NaN,0.02651002,3.001287,-0.02578199,NaN,NaN,NaN,-0.01472249,-0.1775353,0.9840043,NaN
0.5114136,-1,NaN,NaN,NaN,0.02687374,3.001287,-0.02578199,NaN,NaN,NaN,-0.01472249,-0.1775353,0.9840043,NaN
0.5435791,-1,NaN,NaN,NaN,0.02731808,3.001259,-0.02571833,NaN,NaN,NaN,0.006208124,-0.1689055,0.9856128,NaN
0.5745239,-1,NaN,NaN,NaN,0.02586462,3.001265,-0.02566457,NaN,NaN,NaN,0.007056674,-0.1680182,0.9857586,NaN
0.6057129,-1,NaN,NaN,NaN,0.02446824,3.001292,-0.02565265,NaN,NaN,NaN,0.007348506,-0.1601241,0.9870695,NaN
0.6343994,-1,NaN,NaN,NaN,0.02374576,3.001338,-0.02565157,NaN,NaN,NaN,0.007786444,-0.1597955,0.9871194,NaN
0.6624756,-1,NaN,NaN,NaN,0.02290894,3.001355,-0.02562606,NaN,NaN,NaN,0.007810696,-0.1596307,0.9871459,NaN
0.6900635,-1,NaN,NaN,NaN,0.0224074,3.001371,-0.02558529,NaN,NaN,NaN,0.01203053,-0.1597286,0.9870877,NaN
0.7179565,-1,NaN,NaN,NaN,0.02184835,3.001366,-0.02544534,NaN,NaN,NaN,0.01151921,-0.1593558,0.987154,NaN
0.7359619,-1,NaN,NaN,NaN,0.02154392,3.001366,-0.02544534,NaN,NaN,NaN,0.01151921,-0.1593558,0.987154,NaN
0.7598267,-1,NaN,NaN,NaN,0.02083729,3.001383,-0.02533114,NaN,NaN,NaN,0.01051644,-0.159382,0.987161,NaN
0.7784424,-1,NaN,NaN,NaN,0.02055398,3.001383,-0.02533114,NaN,NaN,NaN,0.01051644,-0.159382,0.987161,NaN
0.8015747,-1,NaN,NaN,NaN,0.01991346,3.001392,-0.02521074,NaN,NaN,NaN,0.0001995373,-0.1645388,0.9863706,NaN
0.8195801,-1,NaN,NaN,NaN,0.01925229,3.001373,-0.02509475,NaN,NaN,NaN,-0.01635684,-0.1653789,0.9860945,NaN
0.8438721,-1,NaN,NaN,NaN,0.01845747,3.001373,-0.02509475,NaN,NaN,NaN,-0.01635684,-0.1653789,0.9860945,NaN
0.8613281,-1,NaN,NaN,NaN,0.01795071,3.001294,-0.02499461,NaN,NaN,NaN,-0.01649101,-0.1645693,0.9862276,NaN
0.8850708,-1,NaN,NaN,NaN,0.01734303,3.001262,-0.02478397,NaN,NaN,NaN,-0.01602398,-0.1601227,0.986967,NaN
0.9029541,-1,NaN,NaN,NaN,0.01713388,3.001262,-0.02478397,NaN,NaN,NaN,-0.01602398,-0.1601227,0.986967,NaN
0.9268799,-1,NaN,NaN,NaN,0.01676008,3.001199,-0.02453947,NaN,NaN,NaN,-0.01441825,-0.1607536,0.9868892,NaN
0.9451904,-1,NaN,NaN,NaN,0.01693396,3.001199,-0.02453947,NaN,NaN,NaN,-0.01441825,-0.1607536,0.9868892,NaN
0.9686279,-1,NaN,NaN,NaN,0.01668891,3.001117,-0.02417982,NaN,NaN,NaN,-0.01296074,-0.1631978,0.9865083,NaN
0.9863892,-1,NaN,NaN,NaN,0.01632963,3.000987,-0.02385426,NaN,NaN,NaN,-0.009718893,-0.1644961,0.9863299,NaN
1.011108,-1,NaN,NaN,NaN,0.01563884,3.000987,-0.02385426,NaN,NaN,NaN,-0.009718893,-0.1644961,0.9863299,NaN
1.028076,-1,NaN,NaN,NaN,0.01534215,3.000866,-0.02356434,NaN,NaN,NaN,0.01806585,-0.1563494,0.9875365,NaN
1.052185,-1,NaN,NaN,NaN,0.01479694,3.000764,-0.0233072,NaN,NaN,NaN,0.0178494,-0.1572016,0.9874052,NaN
1.069763,-1,NaN,NaN,NaN,0.01461534,3.000764,-0.0233072,NaN,NaN,NaN,0.0178494,-0.1572016,0.9874052,NaN
1.093994,-1,NaN,NaN,NaN,0.01418464,3.00068,-0.02324057,NaN,NaN,NaN,0.01761985,-0.1580572,0.9872728,NaN
1.112122,-1,NaN,NaN,NaN,0.0138514,3.00068,-0.02324057,NaN,NaN,NaN,0.01761985,-0.1580572,0.9872728,NaN
1.135681,-1,NaN,NaN,NaN,0.01328777,3.00064,-0.02305543,NaN,NaN,NaN,0.02224988,-0.1609567,0.9867107,NaN
1.153442,-1,NaN,NaN,NaN,0.01304726,3.000597,-0.02291512,NaN,NaN,NaN,0.02493268,-0.1595839,0.9868695,NaN
1.178101,-1,NaN,NaN,NaN,0.011967,3.000597,-0.02291512,NaN,NaN,NaN,0.02493268,-0.1595839,0.9868695,NaN
1.19519,-1,NaN,NaN,NaN,0.01117778,3.000597,-0.02271724,NaN,NaN,NaN,0.02528384,-0.1596715,0.9868463,NaN
1.21936,-1,NaN,NaN,NaN,0.009834945,3.000587,-0.02257121,NaN,NaN,NaN,0.02140681,-0.1599024,0.9869007,NaN
1.236816,-1,NaN,NaN,NaN,0.009167433,3.000587,-0.02257121,NaN,NaN,NaN,0.02140681,-0.1599024,0.9869007,NaN
1.261597,-1,NaN,NaN,NaN,0.007548451,3.000547,-0.0225544,NaN,NaN,NaN,0.01983723,-0.154028,0.9878673,NaN
