time,flag_id,flag_x,flag_y,flag_z,o_x,o_y,o_z,target_dir_x,target_dir_y,target_dir_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,err_deg
0,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,-1,NaN,NaN,NaN,0.5056715,2.920863,-0.00443387,NaN,NaN,NaN,0.02850152,-0.4672223,0.8836804,NaN
0.02001953,-1,NaN,NaN,NaN,0.5067642,2.920883,-0.004389882,NaN,NaN,NaN,0.02879871,-0.4671554,0.8837061,NaN
0.03384399,-1,NaN,NaN,NaN,0.5078347,2.920909,-0.00431931,NaN,NaN,NaN,0.02921528,-0.4671568,0.8836917,NaN
0.04693604,-1,NaN,NaN,NaN,0.5088922,2.92094,-0.004229188,NaN,NaN,NaN,0.02968862,-0.4672333,0.8836355,NaN
0.06741333,-1,NaN,NaN,NaN,0.5101058,2.920952,-0.004100323,NaN,NaN,NaN,0.03051839,-0.4674977,0.8834673,NaN
0.08416748,-1,NaN,NaN,NaN,0.5128748,2.920907,-0.003990531,NaN,NaN,NaN,0.03144766,-0.4678797,0.8832325,NaN
0.1016541,-1,NaN,NaN,NaN,0.5145425,2.920851,-0.00387907,NaN,NaN,NaN,0.03233392,-0.468309,0.882973,NaN
0.1228638,-1,NaN,NaN,NaN,0.5174429,2.920776,-0.00375843,NaN,NaN,NaN,0.03321299,-0.4688265,0.8826656,NaN
0.1392822,-1,NaN,NaN,NaN,0.5189314,2.920689,-0.003655314,NaN,NaN,NaN,0.03397348,-0.4694375,0.8823119,NaN
0.1565857,-1,NaN,NaN,NaN,0.5219585,2.920577,-0.003593564,NaN,NaN,NaN,0.03461552,-0.4701673,0.8818982,NaN
0.1743164,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.1940002,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2114868,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2292175,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2489014,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2664795,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2842102,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3037109,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3191528,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3351746,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3594971,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3736572,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3873291,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4038086,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4292603,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4430237,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4572144,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4716797,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4916687,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5170593,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5343628,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5641174,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5920105,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.6199036,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
