SubjectID,rateTimeP0,rateTimeP1,rateTimeS0,rateTimeS1,rateTimeOther,passRate,longRate,tightRate,mean_minDistToFlag,mean_lastRiseSec,mean_p1Duration,mean_p1CountPerSection
1,0.270066,0.665009,0.001991,0.006825,0.056110,99.285715,99.285715,100.000000,2.719659,0.610606,0.510388,1.882353
2,0.344112,0.252126,0.000000,0.001006,0.402757,29.516805,29.516805,11.666664,4.155466,0.438940,0.285447,1.257353
3,0.404294,0.344967,0.004540,0.006233,0.239967,95.000002,95.000002,91.666670,2.028715,0.441665,0.281858,1.808824
4,0.658388,0.194008,0.014333,0.065231,0.068041,97.142860,97.142860,95.000005,1.870967,0.376793,0.199280,1.419118
5,0.477992,0.423664,0.015500,0.051835,0.031008,100.000000,100.000000,100.000000,2.258827,0.282455,0.274364,2.245098
6,0.211300,0.392617,0.013431,0.037402,0.345249,100.000000,100.000000,100.000000,2.680091,0.402313,0.219279,2.602941
7,0.367848,0.113534,0.236649,0.242894,0.039074,99.285715,99.285715,100.000000,1.935278,0.235890,0.118461,1.375000
8,0.301062,0.308650,0.141092,0.197912,0.051284,100.000000,100.000000,100.000000,3.108657,0.369345,0.195814,2.286765
9,0.428723,0.088161,0.136417,0.245600,0.101098,85.714288,85.714288,76.666665,3.208870,0.283307,0.124191,1.014706
10,0.276120,0.114281,0.337207,0.238788,0.033604,97.857145,97.857145,95.000005,2.116515,0.250388,0.112867,1.389706
11,0.643741,0.173940,0.026279,0.130611,0.025428,94.285712,94.285712,93.333335,2.198270,0.222378,0.201330,1.235294
12,0.312524,0.431150,0.011201,0.055570,0.189554,100.000000,100.000000,100.000000,2.672373,0.610693,0.330508,1.867647
