SubjectID,Condition,Phase,FileName,TotalValidTime,rateTimeP0,rateTimeP1,rateTimeS0,rateTimeS1,rateTimeOther,rateCntP0,rateCntP1
1,A,pre-test,gazepos_20260312_213701_1_0_8_before.csv,48.98290599999999,0.33390334170863606,0.5843555709005916,0.0004922125281827971,0.01592833222267379,0.06532054263991587,0.8571428571428571,0.9714285714285714
1,A,pre-test,gazepos_20260312_213800_1_0_8_before.csv,48.993168,0.11802741557761694,0.7493500522358542,0.002673433977570081,0.011365196878062611,0.11858390133089627,0.5714285714285714,0.9714285714285714
1,A,training,gazepos_20260312_214002_1_4_8.csv,49.006893,0.21935316323766926,0.679525551640256,0.003980664515908086,0.016498291373011353,0.08064232923315535,0.8571428571428571,0.9714285714285714
1,A,training,gazepos_20260312_214118_1_4_8.csv,48.97838899999999,0.23366509666130472,0.6678968554886525,0.0034192631366457976,0.015382661932796598,0.07963612278060034,0.9428571428571428,0.9714285714285714
1,A,training,gazepos_20260312_214235_1_4_8.csv,49.006411,0.1602199353060154,0.7539593544199753,0.0028481987795434724,0.003952135976658176,0.07902037551780766,0.8,0.9714285714285714
1,A,training,gazepos_20260312_214352_1_4_8.csv,49.006833,0.29085815441287477,0.5863019142657113,0.0017162912771776656,0.01707272126725696,0.1040509187769793,0.9142857142857143,0.9714285714285714
1,A,post-test,gazepos_20260312_214549_1_0_8_after.csv,48.982059,0.10444550728257468,0.708588771247856,0.0024349119337755305,0.014967521067254417,0.1695632884685393,0.5714285714285714,0.9714285714285714
1,A,post-test,gazepos_20260312_214706_1_0_8_after.csv,48.992795,0.15100589790804966,0.450729336834121,0.0011934407906305366,0.022700888977654748,0.37437043548954413,0.8285714285714286,0.9714285714285714
10,A,pre-test,gazepos_20260308_172414_10_0_10_before.csv,49.083103,0.5967416322476606,0.0985892843816332,0.050546845011000895,0.038009047634987345,0.21611319072471788,1.0,0.7142857142857143
10,A,pre-test,gazepos_20260308_172524_10_0_10_before.csv,49.083203000000005,0.551212458567547,0.17494624383009394,0.05672704366909385,0.161645991195807,0.05546826273745819,1.0,0.8285714285714286
10,A,training,gazepos_20260308_172706_10_4_10.csv,49.082657,0.3857126968493164,0.19846586544815625,0.1633788081195361,0.18893453547145986,0.06350809411153141,0.9428571428571428,0.8571428571428571
10,A,training,gazepos_20260308_172815_10_4_10.csv,49.083130000000004,0.13160281343100952,0.06638028177909586,0.43561661613674574,0.333506909604176,0.03289337904897276,0.8571428571428571,0.6285714285714286
10,A,training,gazepos_20260308_172920_10_4_10.csv,49.082917,0.12191718352843685,0.040865745611655374,0.46276695413192337,0.3370365498040787,0.03741356692390565,0.7428571428571429,0.4857142857142857
10,A,training,gazepos_20260308_173026_10_4_10.csv,49.082798,0.17419821909908223,0.08281970803701985,0.42381204510794207,0.29648957665371845,0.022680451102237383,0.9714285714285714,0.6
10,A,post-test,gazepos_20260308_173209_10_0_10_after.csv,49.08706599999999,0.5851252140431447,0.16724684665406583,0.056993689539318056,0.16628608440357803,0.024348165359893502,1.0,0.7428571428571429
10,A,post-test,gazepos_20260308_173316_10_0_10_after.csv,49.069148,0.5632153833198814,0.23796131532587445,0.03705851994821646,0.10503261642121867,0.056732164984809076,1.0,0.9428571428571428
11,A,pre-test,gazepos_20260308_194323_11_0_9_before.csv,49.075824,0.522207370374464,0.10800745801028205,0.07810126631801433,0.26492368217801104,0.026760223119228634,1.0,0.7142857142857143
11,A,pre-test,gazepos_20260308_194430_11_0_9_before.csv,49.08054,0.5208012177535128,0.14177215654106554,0.04550720102101526,0.25371181735164283,0.03820760733276347,1.0,0.8571428571428571
11,A,training,gazepos_20260308_194614_11_4_9.csv,49.090122,0.5099130533837343,0.23254880075466086,0.034593884284907644,0.19178943983883304,0.031154821737864154,1.0,0.8571428571428571
11,A,training,gazepos_20260308_194720_11_4_9.csv,49.07675699999999,0.5847880902154968,0.183860967015404,0.030063987316847264,0.14854638826277775,0.0527405671894742,1.0,0.8
11,A,training,gazepos_20260308_194828_11_4_9.csv,48.533358,0.6173388002536314,0.1439052084547702,0.024084527594402154,0.18830650456949696,0.026364959127699365,1.0,0.7428571428571429
11,A,training,gazepos_20260308_194939_11_4_9.csv,49.090151999999996,0.48552259524476443,0.21267821700776177,0.08335154472530494,0.19517670265107373,0.02327094037109521,1.0,0.8285714285714286
11,A,post-test,gazepos_20260308_195136_11_0_9_after.csv,49.086850999999996,0.5527124565395326,0.24252971534067255,0.02945004559367608,0.142869482501536,0.03243830002458289,1.0,0.9428571428571428
11,A,post-test,gazepos_20260308_195243_11_0_9_after.csv,48.533261,0.5327564327482546,0.24306234027835036,0.048503870366345035,0.16084299383880296,0.014834362768247008,1.0,0.8
12,A,pre-test,gazepos_20260309_161105_12_0_9_before.csv,49.08322,0.4347936830550228,0.1417067380664922,0.04883779018572965,0.20760347426269118,0.1670583144300642,1.0,0.6
12,A,pre-test,gazepos_20260309_161214_12_0_9_before.csv,49.092907,0.3157820334412056,0.21502332302301835,0.023710777607852594,0.1576363363448818,0.28784752958304166,0.9714285714285714,0.8571428571428571
12,A,training,gazepos_20260309_161353_12_4_9.csv,49.110777000000006,0.29306716120577786,0.24718743505116966,0.03230386682743775,0.1349392008194049,0.2925023360962098,0.9714285714285714,0.8285714285714286
12,A,training,gazepos_20260309_161505_12_4_9.csv,49.082916999999995,0.23597000153841693,0.3845648374973307,0.007365332423091179,0.05159210484576562,0.32050772369539554,0.9142857142857143,0.8857142857142857
12,A,training,gazepos_20260309_161613_12_4_9.csv,49.082703,0.2518870038595878,0.5166921430549578,0.002266317729078613,0.03232725385967446,0.19682728149670128,0.7714285714285715,0.9142857142857143
12,A,training,gazepos_20260309_161728_12_4_9.csv,49.097351999999994,0.24723871055204724,0.5633584882541126,0.007372902717849198,0.04820076650977021,0.1338291319662209,0.9714285714285714,0.9428571428571428
12,A,post-test,gazepos_20260309_161903_12_0_9_after.csv,49.086789,0.26264529138379805,0.4911488710333036,0.013268539524962514,0.058390904322545754,0.17454639373539005,0.9428571428571428,0.9714285714285714
12,A,post-test,gazepos_20260309_162007_12_0_9_after.csv,49.079341,0.3241374817970764,0.44403352930105555,0.003060554541675646,0.05123497888857117,0.1775334554716212,0.9714285714285714,0.9714285714285714
2,A,pre-test,gazepos_20260304_210943_2_0_8_before.csv,48.432005,0.4952188537311231,0.14580889228104374,0.007425668212579654,0.03278701759301518,0.3187595681822384,0.8857142857142857,0.7142857142857143
2,A,pre-test,gazepos_20260304_211056_2_0_8_before.csv,48.429385,0.4654303786843471,0.1695365324172499,0.002593673241979054,0.013579565381637767,0.3488598502747861,1.0,0.7714285714285715
2,A,training,gazepos_20260304_211307_2_4_8.csv,48.422368,0.10348068892458906,0.12877726260723132,0.0,0.0,0.7677420484681797,0.45714285714285713,0.5142857142857142
2,A,training,gazepos_20260304_211420_2_4_8.csv,48.42187400000001,0.17247515038348163,0.3001368761564243,0.0,0.0,0.5273879734600939,0.6,0.6571428571428571
2,A,training,gazepos_20260304_211529_2_4_8.csv,48.45007,0.3447212769764826,0.27248777968741866,0.0,0.003451800998429922,0.3793391423376689,0.9142857142857143,0.8857142857142857
2,A,training,gazepos_20260304_211648_2_4_8.csv,48.422366999999994,0.3881201222567252,0.2818009702004033,0.0,0.0017167686164537177,0.32836213892641786,0.8857142857142857,0.8857142857142857
2,A,post-test,gazepos_20260304_211844_2_0_8_after.csv,48.446535,0.006765602534835735,0.005172918971397948,0.0,0.0,0.9880614784937664,0.14285714285714285,0.05714285714285714
2,A,post-test,gazepos_20260304_212015_2_0_8_after.csv,48.446288,0.015493694790403835,0.007881553278137656,0.0005114942965289683,0.00606506735872106,0.9700481902762085,0.17142857142857143,0.14285714285714285
3,A,pre-test,gazepos_20260304_210750_3_0_9_before.csv,49.085692,0.7061996192291635,0.09623329747495471,0.017995040184011168,0.04356495575126064,0.13600708736060993,1.0,0.6285714285714286
3,A,pre-test,gazepos_20260304_210902_3_0_9_before.csv,49.062261,0.6129549553372605,0.1015228385010629,0.023099159657562547,0.036057449533358994,0.22636559697075495,0.9714285714285714,0.6
3,A,training,gazepos_20260304_211131_3_4_9.csv,49.090087999999994,0.19523285433914916,0.2580840759543965,0.0,0.0,0.5466830697064544,0.9428571428571428,0.8571428571428571
3,A,training,gazepos_20260304_211241_3_4_9.csv,49.090084999999995,0.3222309759699946,0.3300004878785605,0.0,0.005679334228082837,0.3420892019233621,0.9428571428571428,0.8285714285714286
