SubjectID,rateTimeP0,rateTimeP1,rateTimeS0,rateTimeS1,rateTimeOther,passRate,longRate,tightRate,mean_minDistToFlag,mean_lastRiseSec,mean_p1Duration,mean_p1CountPerSection
1,0.305888,0.399970,0.000637,0.012147,0.281358,97.857142,97.857142,95.000000,3.241136,0.721714,0.365319,1.580882
2,0.579419,0.255588,0.018123,0.055413,0.091457,37.457982,37.457982,21.666667,3.989200,0.414427,0.282001,1.294118
3,0.646122,0.084439,0.050308,0.084819,0.134312,83.571430,83.571430,63.333338,2.534398,0.656896,0.172017,0.669118
4,0.429378,0.208289,0.129778,0.201225,0.031330,91.428570,91.428570,85.000000,2.509380,0.561036,0.212466,1.411765
5,0.385241,0.404484,0.005105,0.001138,0.204032,98.095240,98.095240,100.000000,2.676600,0.538377,0.384352,1.509804
6,0.199810,0.330606,0.190979,0.226872,0.051734,88.571427,88.571427,85.000000,3.072647,0.493354,0.227216,2.095588
7,0.193764,0.028945,0.436280,0.319686,0.021325,93.571430,93.571430,85.000000,2.445317,0.382946,0.088364,0.477941
8,0.521029,0.225576,0.072866,0.144420,0.036109,100.000000,100.000000,100.000000,3.383613,0.334683,0.257163,1.286765
9,0.266879,0.119278,0.003635,0.013666,0.596542,72.142855,72.142855,61.666668,3.709364,0.720453,0.172618,0.970588
10,0.498850,0.110918,0.160536,0.169816,0.059879,92.142858,92.142858,85.000005,2.781767,0.238389,0.155526,1.029412
11,0.626874,0.189542,0.013838,0.080036,0.089710,92.857142,92.857142,85.000000,2.958896,0.341398,0.265303,1.036765
12,0.488825,0.107931,0.037788,0.222669,0.142787,98.285714,98.285714,96.000000,3.054820,0.422926,0.188016,0.823529
