file,cntP0,cntP1,cntS0,cntS1,p0Unique,p1Unique,rateCntP0,rateCntP1,rateTimeOther,rateTimeP0,rateTimeP1,rateTimeS0,rateTimeS1,timeOther,timeP0,timeP1,timeS0,timeS1,totalValidTime
gazepos_1_4_10_20260310_213841.csv,81,1546,1,2,1838,1781,0.044069640914037,0.8411316648531012,0.11091360545760046,0.04409774426619553,0.8433647503436694,0.0005329352313014227,0.0010909647012331493,5.679549999999999,2.2581119999999792,43.18615600000002,0.027290000000000703,0.05586499999999894,51.206973
