time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,9
PREF,Method,0
PREF,RandomSeed,10
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterRad,140
PREF,Blur_MaxSigmaPx,0.8000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,-2.349224,5.216943,0.04759328,-0.0439056,-0.01677327,-0.01342529,0.9988047,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,NaN,NaN,NaN,-2.347122,2.989835,0.04707116,-0.04407259,-0.01660906,-0.01349367,0.9987991,-2.347541,2.988565,0.04798031,-0.008689856,-0.05052509,0.998685,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.0199585,NaN,NaN,NaN,-2.346401,2.989975,0.04694183,-0.04469668,-0.01658873,-0.01352108,0.9987714,-2.346709,2.988652,0.04760301,-0.00825515,-0.04975684,0.9987273,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.04071045,NaN,NaN,NaN,-2.345458,2.990159,0.04685321,-0.04529807,-0.01661862,-0.01361891,0.9987425,-2.34587,2.988652,0.04760301,-0.00825515,-0.04975684,0.9987273,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.06036377,NaN,NaN,NaN,-2.344016,2.990338,0.04661544,-0.04579053,-0.01673655,-0.01361634,0.9987181,-2.344347,2.988902,0.04728055,-0.01028739,-0.04850857,0.9987698,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
