SubjectID,rateTimeP0,rateTimeP1,rateTimeS0,rateTimeS1,rateTimeOther,passRate,longRate,tightRate,mean_minDistToFlag,mean_lastRiseSec,mean_p1Duration,mean_p1CountPerSection
1,0.098299,0.743877,0.001788,0.016806,0.139231,100.000000,100.000000,100.000000,3.071241,0.990867,0.777939,1.397059
2,0.486232,0.232777,0.009409,0.066776,0.204805,42.857143,42.857143,23.333333,3.347722,0.352649,0.250304,1.316176
3,0.454337,0.379076,0.014065,0.026192,0.126330,95.714285,95.714285,93.333335,2.581331,0.529488,0.386788,1.411765
4,0.500509,0.255957,0.011917,0.073852,0.157765,94.285715,94.285715,86.666670,2.370060,0.649064,0.274102,1.367647
5,0.368014,0.389050,0.001062,0.003618,0.238256,97.142857,97.142857,96.666670,2.733910,0.488943,0.387904,1.433824
6,0.235019,0.128199,0.008565,0.053174,0.575044,81.428573,81.428573,73.333338,2.836667,0.317523,0.147698,1.250000
7,0.006376,0.144003,0.001056,0.005747,0.842818,96.428570,96.428570,93.333335,2.437533,0.588353,0.237035,0.845588
8,0.262504,0.193319,0.001837,0.010905,0.531435,99.285715,99.285715,98.333335,3.701727,0.434197,0.232235,1.220588
9,0.504854,0.091753,0.052773,0.201338,0.149281,93.571427,93.571427,90.000000,3.393832,0.237521,0.150267,0.875000
10,0.469868,0.101153,0.039826,0.204848,0.184304,97.857142,97.857142,98.333335,2.761771,0.216451,0.154443,0.948529
11,0.562267,0.120396,0.053530,0.209288,0.054520,83.571433,83.571433,74.999998,2.974543,0.295488,0.207530,0.823529
12,0.388063,0.100954,0.051356,0.205299,0.254328,96.428570,96.428570,91.666665,3.165414,0.464976,0.162292,0.852941
