SubjectID,rateTimeP0,rateTimeP1,rateTimeS0,rateTimeS1,rateTimeOther,passRate,longRate,tightRate,mean_minDistToFlag,mean_lastRiseSec,mean_p1Duration,mean_p1CountPerSection
1,0.253083,0.620866,0.003415,0.017622,0.105015,99.285715,99.285715,100.000000,2.719659,0.648697,0.454616,1.970588
2,0.256775,0.206482,0.000000,0.001292,0.535451,29.516805,29.516805,11.666664,4.155466,0.430547,0.242661,1.205882
3,0.322194,0.255481,0.005250,0.008644,0.408432,95.000002,95.000002,91.666670,2.028715,0.387291,0.226845,1.676471
4,0.601178,0.165989,0.024403,0.111326,0.097104,97.142860,97.142860,95.000005,1.870967,0.448734,0.179348,1.345588
5,0.401106,0.366686,0.027416,0.143134,0.061659,100.000000,100.000000,100.000000,2.258827,0.297146,0.206170,2.568627
6,0.144414,0.275210,0.015556,0.054622,0.510197,100.000000,100.000000,100.000000,2.680091,0.442891,0.182750,2.205882
7,0.245949,0.070759,0.292975,0.337472,0.052845,99.285715,99.285715,100.000000,1.935278,0.298078,0.095441,1.073529
8,0.226701,0.232739,0.177848,0.290969,0.071743,100.000000,100.000000,100.000000,3.108657,0.437066,0.177384,1.845588
9,0.277099,0.057335,0.179799,0.346241,0.139526,85.714288,85.714288,76.666665,3.208870,0.271508,0.095589,0.882353
10,0.187409,0.081752,0.381316,0.306432,0.043090,97.857145,97.857145,95.000005,2.116515,0.305113,0.094976,1.154412
11,0.545093,0.158951,0.049834,0.207608,0.038514,94.285712,94.285712,93.333335,2.198270,0.253826,0.190463,1.198529
12,0.275925,0.380870,0.012611,0.070443,0.260150,100.000000,100.000000,100.000000,2.672373,0.665307,0.287171,1.882353
