time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,6
PREF,Method,0
PREF,RandomSeed,9
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterAngleDeg,10
PREF,Blur_SigmaPx,2.000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,0.5926075,5.154248,-0.0749025,-0.05035159,-0.04736488,0.03256018,-0.9970763,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,NaN,NaN,NaN,0.6451144,3.023161,-0.07721645,-0.04846531,-0.0450356,0.03732217,-0.9971108,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.0199585,NaN,NaN,NaN,0.6626657,3.023352,-0.0779255,-0.04766214,-0.04419677,0.03900535,-0.9971226,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.03686523,NaN,NaN,NaN,0.6802768,3.023514,-0.07863843,-0.04686991,-0.04318918,0.04067554,-0.9971377,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05529785,NaN,NaN,NaN,0.7152303,3.023831,-0.08008471,-0.04544356,-0.04100399,0.0442068,-0.9971457,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
