time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,6
PREF,Method,0
PREF,RandomSeed,9
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterAngleDeg,10
PREF,Blur_SigmaPx,2.000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,2.461176,5.098279,0.002302753,-0.1859271,-0.01647788,0.0820395,-0.9789939,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,NaN,NaN,NaN,2.508714,2.96481,0.00117788,-0.187,-0.01333608,0.08169703,-0.9788661,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.0199585,2.026086,-0.9231378,6.92776,2.520965,2.964087,0.0006986954,-0.1874549,-0.01198618,0.08237281,-0.9787399,2.512505,2.966537,0.002225399,-0.06112366,-0.4887777,0.8702645,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.03387451,2.001156,-0.9172575,6.88592,2.531477,2.963374,0.0001335168,-0.187705,-0.01060218,0.08302885,-0.9786525,2.526522,2.964729,0.001324415,-0.06632517,-0.4900831,0.8691487,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05456543,2.01689,-0.9172576,6.885921,2.549178,2.962353,-0.001035503,-0.1880936,-0.007600665,0.08403298,-0.97852,2.542256,2.964729,0.001324415,-0.06632517,-0.4900831,0.8691487,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
