time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,7
PREF,Method,0
PREF,RandomSeed,10
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterAngleDeg,10
PREF,Blur_SigmaPx,2.000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,-0.642677,5.064702,0.09640954,0.06794341,0.004657567,-0.01578741,-0.9975534,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,NaN,NaN,NaN,-0.6394069,2.996673,0.09687406,0.06696823,0.005801558,-0.01494084,-0.9976264,-0.6398895,2.995634,0.09641862,0.0429976,-0.03674265,0.9983993,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.01977539,NaN,NaN,NaN,-0.6382911,2.996693,0.0969855,0.06673884,0.006115824,-0.01475361,-0.9976426,-0.6388977,2.995634,0.09641862,0.0429976,-0.03674265,0.9983993,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.03588867,NaN,NaN,NaN,-0.6372805,2.996704,0.09702735,0.0663856,0.006343693,-0.01466645,-0.9976661,-0.6377021,2.995633,0.09679973,0.04429945,-0.04291392,0.9980962,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05908203,NaN,NaN,NaN,-0.6367822,2.996788,0.09697538,0.0653883,0.007222086,-0.01507833,-0.9977199,-0.6372591,2.995633,0.09679973,0.04429945,-0.04291392,0.9980962,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
