time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,11
PREF,Method,7
PREF,RandomSeed,10
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterRad,140
PREF,Blur_MaxSigmaPx,0.8000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,2.199068,5.109237,0.03200954,-0.01758844,-0.004576921,0.01161464,0.9997674,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,9.035261,-18.42705,131.4745,2.197175,2.990561,0.02998785,-0.0181317,-0.006319583,0.01439418,0.9997121,2.197481,2.988844,0.03236246,0.05127661,-0.1605981,0.985687,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.02001953,9.033281,-18.42703,131.4744,2.194953,2.991214,0.02878339,-0.01975329,-0.007330418,0.01533684,0.9996604,2.195506,2.988844,0.03236246,0.05127661,-0.1605981,0.985687,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05871582,-3.026001,-17.91057,127.7996,2.193793,2.991437,0.02820512,-0.02093748,-0.007699549,0.01625428,0.999619,2.194047,2.990002,0.02920997,-0.0402863,-0.1613025,0.9860824,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.0994873,-10.9165,-30.61582,218.2022,2.188044,2.992267,0.02522885,-0.02431713,-0.0100114,0.02243447,0.9994024,2.188601,2.990596,0.0278281,-0.05926261,-0.1519717,0.9866066,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
