time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,6
PREF,Method,0
PREF,RandomSeed,10
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterAngleDeg,10
PREF,Blur_SigmaPx,2.000001
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,0.4008087,5.134959,-0.00572606,-0.1460865,-0.01896673,0.05882496,-0.9873393,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,1.195418,-0.8890208,6.685004,0.3218613,2.961207,-0.00693588,-0.1446208,-0.02230003,0.04937723,-0.9880027,0.3312092,2.957608,-0.005895376,0.1112803,-0.4953135,0.8615575,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.02001953,1.170866,-0.8890209,6.685005,0.2942409,2.961752,-0.007418216,-0.1447206,-0.02260086,0.04469586,-0.9882042,0.3066578,2.957608,-0.005895376,0.1112803,-0.4953135,0.8615575,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.03405762,1.146252,-0.8890207,6.685005,0.2665491,2.962195,-0.007900043,-0.1449449,-0.02278298,0.03993916,-0.9883708,0.2820429,2.957608,-0.005895376,0.1112803,-0.4953135,0.8615575,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.05487061,1.166823,-0.9026667,6.782101,0.2112096,2.963051,-0.008474851,-0.1443595,-0.02315408,0.03085059,-0.9887732,0.2260569,2.95955,-0.006894827,0.1195814,-0.490929,0.8629537,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
