time,gaze_x,gaze_y,gaze_z,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,gaze_o_x,gaze_o_y,gaze_o_z,gaze_dir_x,gaze_dir_y,gaze_dir_z,p0Id,p0_x,p0_y,p0_z,p1Id,p1_x,p1_y,p1_z
PREF,CourseWidth,13
PREF,SlopeAngle,8
PREF,PlayerFSpeed,95
PREF,PlayerHSpeed,8
PREF,CameraHeight,3
PREF,SubjectID,8
PREF,Method,7
PREF,RandomSeed,9
PREF,ThresholdAngleDeg,4.14
PREF,Blur_OuterRad,140
PREF,Blur_MaxSigmaPx,1.3
PREF,"SnowPlaneNormal",0,0.9902681,0.1391731
PREF,"SnowPlanePoint",0,-56.21634,400
START_REL_SEC,0
0,NaN,NaN,NaN,0.04105255,5.116493,-0.03146045,0.03150439,-0.03969122,-0.005140356,-0.998702,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0,2.044195,-2.383896,17.32159,0.04888804,2.970864,-0.03168507,0.03484634,-0.04288033,-0.006949046,-0.9984482,0.0479687,2.970549,-0.03124499,0.1092653,-0.2930805,0.9498236,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.01998901,2.047152,-2.383896,17.32159,0.05221485,2.970761,-0.03171048,0.03599429,-0.04388275,-0.007740269,-0.9983581,0.05092587,2.970549,-0.03124499,0.1092653,-0.2930805,0.9498236,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.04382324,2.826439,-3.631669,26.19994,0.05583702,2.970716,-0.0317022,0.03704616,-0.04499463,-0.008446164,-0.9982643,0.05475974,2.970074,-0.03145421,0.1019336,-0.2427913,0.9647082,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
0.06515503,2.833331,-3.631669,26.19994,0.06359005,2.970621,-0.03176749,0.03873758,-0.04713816,-0.009761548,-0.9980893,0.06165132,2.970074,-0.03145421,0.1019336,-0.2427913,0.9647082,-1,NaN,NaN,NaN,-1,NaN,NaN,NaN
